month,brand_media_std,base_sales,awareness,consideration,base_sales_std,awareness_std,consideration_std
2018-01-01,-0.8279511372118386,1776179.399692577,55.06233583887059,32.898108370248515,-0.13233666837457234,0.16343628290316783,0.1796216740497037
2018-02-01,-0.07702981650867206,1794422.3624119337,53.66557285241894,33.047425806652925,-0.030986875489257625,-0.05145033039708598,0.20948516133058492
2018-03-01,0.9482466009390176,1808548.9274270567,53.78909875517449,33.12359972875775,0.047494041261426034,-0.03244634535777069,0.22471994575155077
2018-04-01,1.1144023040495665,1809654.27202253,55.098387431710336,32.54883164645406,0.053634844569610485,0.16898268180158957,0.1097663292908123
2018-05-01,0.7694034165668552,1859902.000762627,56.45526455756039,32.65836690701317,0.33278889312570537,0.3777330088554446,0.13167338140263343
2018-06-01,0.022863948639070614,1887701.835862667,54.938568564832366,32.61422207411408,0.48723242145926193,0.1443951638203641,0.12284441482281658
2018-07-01,-0.05843394558422026,1886515.276229311,55.941711533626474,32.323981040557584,0.4806404234961728,0.2987248513271497,0.06479620811151726
2018-08-01,-0.9620891105374176,1890671.6474065944,54.30679569228108,31.990485825420045,0.5037313744810804,0.047199337274011766,-0.0019028349159911154
2018-09-01,0.4262996417669901,1894212.729062902,54.86399230976321,34.020915247785794,0.5234040503494561,0.13292189380972522,0.40418304955715884
2018-10-01,1.062471960870712,1862753.5069352158,58.09336696992052,34.49030474247328,0.3486305940845327,0.6297487646031565,0.4980609484946551
2018-11-01,0.5312847483909752,1886843.4882476649,58.029408198249534,34.10520266180048,0.48246382359813866,0.6199089535768516,0.4210405323600972
2018-12-01,-0.5790001329141342,1929694.9272301383,55.75030273020806,34.217812537485976,0.7205273735007685,0.2692773431089328,0.4435625074971954
2019-01-01,0.20930744526786163,1894210.857597819,55.6655189862653,35.05982411922458,0.5233936533212171,0.256233690194661,0.6119648238449162
2019-02-01,-0.018543160112120136,1887562.8309382414,55.76066671143321,34.45559989718205,0.48646017187911944,0.2708718017589555,0.49111997943640917
2019-03-01,-0.09645428510103338,1908368.0929323095,55.137756368287626,34.045232042020785,0.6020449607350528,0.17503944127501983,0.4090464084041571
2019-04-01,1.2160773703392833,1877582.5511049943,57.441190584185456,33.803850072387256,0.43101417280552395,0.5294139360285314,0.3607700144774512
2019-05-01,0.7995710147861551,1884007.6357757195,56.08273479328297,34.36649872419731,0.4667090876428869,0.32042073742814847,0.473299744839461
2019-06-01,-0.28044986068694344,1871755.0298727928,54.923765869060205,33.07137817085279,0.3986390548488482,0.142117826009262,0.214275634170558
2019-07-01,1.614039043047049,1901300.6177828652,56.74399016528763,34.39701204972808,0.5627812099048072,0.4221523331211729,0.47940240994561606
2019-08-01,1.2770114100233583,1884179.0366210006,56.680858921668154,34.683033350000734,0.4676613145611149,0.4124398341027928,0.5366066700001464
2019-09-01,-1.5754331261791699,1865847.1418085466,54.799645221397206,33.37696427967022,0.36581745449192504,0.12302234175341666,0.27539285593404395
2019-10-01,-1.0148546817576816,1887428.465035174,54.16138815753295,33.11527350542011,0.48571369463985614,0.02482894731276096,0.2230547010840226
2019-11-01,-0.733792542320349,1884066.410103097,54.767801335862195,33.48595454018322,0.46703561168387214,0.11812328244033798,0.297190908036645
2019-12-01,-2.087708258756274,1851057.1603117809,50.721229729021466,31.501328145701674,0.28365089062100424,-0.5044261955351593,-0.09973437085966547
2020-01-01,0.8327087882337194,1843594.9611057816,54.12572511023183,31.510077997678604,0.2421942283654535,0.019342324651051235,-0.09798440046427898
2020-02-01,-0.35739214780147815,1844533.239764616,55.34898157772208,31.704304670570096,0.24740688758119947,0.20753562734185826,-0.059139065885980766
2020-03-01,-1.328273638330133,1854690.181606997,53.72966826181222,31.311623306306682,0.3038343422610943,-0.04158949818273455,-0.13767533873866375
2020-04-01,1.3078168679983928,1812097.619775661,56.15855407256748,33.34526850288787,0.06720899875367303,0.33208524193345845,0.26905370057757405
2020-05-01,2.5479895331422053,1859378.8472145938,57.38411015561108,33.727820744375805,0.32988248452552116,0.5206323316324748,0.3455641488751614
2020-06-01,1.7298578182207667,1857118.886584573,58.80464396803375,34.029881750258035,0.3173271476920726,0.7391759950821156,0.40597635005160665
2020-07-01,0.902673686711465,1870655.6371810893,59.48470941502754,33.005163459987926,0.39253131767271854,0.8438014484657745,0.20103269199758478
2020-08-01,-0.9079585080384436,1873193.3711526727,56.41552717704209,33.36334319078619,0.40662983973707023,0.371619565698783,0.27266863815723785
2020-09-01,-1.5476502645665144,1896239.477822097,54.153535159152526,30.954311388942497,0.5346637656783166,0.023620793715772852,-0.20913772221150073
2020-10-01,-1.1809020476827299,1875943.7753260871,51.62859407493609,31.26427996319468,0.4219098629227061,-0.3648316807790636,-0.1471440073610639
2020-11-01,-1.1211773207862423,1840714.961180084,51.08323941348879,30.08875771943019,0.22619422877824444,-0.4487323979248016,-0.38224845611396197
2020-12-01,-0.8553309390107146,1808330.5441048972,50.647291606667466,29.36586730228136,0.046280800582762356,-0.5158012912819288,-0.5268265395437285
2021-01-01,-1.0051086058389322,1790179.815470169,51.213870722501326,29.41166196605443,-0.05455658072128269,-0.42863527346133484,-0.5176676067891136
2021-02-01,-0.40082794629676416,1735640.359985223,50.79146655621034,28.376927632462127,-0.35755355563765034,-0.49362052981379406,-0.7246144735075744
2021-03-01,-1.4384675509053866,1718504.94921619,50.424308986002295,28.019480347986224,-0.45275028213227747,-0.550106309845801,-0.7961039304027554
2021-04-01,0.6451075405157048,1727278.7576552448,54.96086531729567,30.05327073089691,-0.40400690191530664,0.14782543343010346,-0.3893458538206185
2021-05-01,-0.8604545372648892,1698404.0227474172,53.056364609082436,29.167471683127168,-0.5644220958476827,-0.14517467552577945,-0.5665056633745668
2021-06-01,-0.5371447845018215,1711467.5207573746,52.73962790434398,31.33869957030331,-0.49184710690347394,-0.19390339933169448,-0.13226008593933836
2021-07-01,-0.0527681770751123,1752274.730726986,53.578262788899366,31.953513590828315,-0.2651403848500774,-0.06488264786163574,-0.009297281834336979
2021-08-01,-0.910431365135987,1782838.835652829,52.43811057428942,31.529489981075006,-0.09533980192872782,-0.2402906808785514,-0.09410200378499863
2021-09-01,-0.6482081230850151,1824612.0447614696,52.61991870168644,31.134107666542565,0.1367335820081646,-0.21232019974054786,-0.1731784666914872
2021-10-01,-1.3077192333382321,1819614.1055336592,51.02409345931979,30.895410204305605,0.10896725296477411,-0.4578317754892624,-0.2209179591388786
2021-11-01,-1.3558890823503338,1826712.3451012117,52.38052765824797,31.124845463220186,0.1484019172289536,-0.24914959103877327,-0.17503090735596266
2021-12-01,-0.22385468251327922,1867490.3916387795,53.01454157809105,30.5353308366715,0.37494662021544223,-0.15160898798599282,-0.2929338326657006
2022-01-01,1.144720872622598,1844047.0250717564,54.45543712725093,32.62713023537155,0.24470569484309185,0.07006725034629746,0.12542604707431
2022-02-01,0.4304706139379184,1854257.0215158323,55.18557060157306,33.300610033823006,0.3014278973101787,0.18239547716508658,0.2601220067646012
2022-03-01,1.0155533022082395,1851751.8282072425,58.77824873171929,33.70993535541218,0.28751015670690294,0.7351151894952745,0.34198707108243515
2022-04-01,-0.1834561866422929,1888591.1447928476,56.83259978793809,32.67407497017642,0.4921730266269309,0.4357845827597068,0.13481499403528385
2022-05-01,0.33767328872481306,1877871.8401468752,58.33425542929693,33.350143450035254,0.43262133414930715,0.6668085275841427,0.2700286900070508
2022-06-01,-0.4507803719630929,1917134.0939908407,55.58316165982883,33.34436118560076,0.6507449666157816,0.2435633322813586,0.2688722371201523
2022-07-01,-0.5049394202369568,1914287.097165379,55.717006366429615,33.322143029021646,0.6349283175854391,0.26415482560455633,0.2644286058043286
2022-08-01,1.356218626765908,1911808.4216447102,57.18768023815078,34.16921417685748,0.6211578980261675,0.4904123443308894,0.4338428353714953
2022-09-01,1.2691345800213207,1897756.240968927,55.03025740951689,34.39857483673594,0.5430902276051504,0.15850113992567583,0.4797149673471879
2022-10-01,0.890659216930687,1890208.2251617948,55.01026786798204,33.87411211746479,0.5011568064544154,0.15542582584339015,0.3748224234929574
2022-11-01,-0.9886863370167679,1871513.136032733,53.997213324124424,34.3222044673535,0.3972952001818494,-0.00042871936547370787,0.46444089347070056
2022-12-01,0.3467625936809193,1928954.7587484815,53.27692085341798,34.02920884991071,0.7164153263804522,-0.11124294562800344,0.4058417699821414
2023-01-01,-0.3480363267130279,1924326.7051090484,54.931745272753155,34.10068979191238,0.6907039172724907,0.1433454265774081,0.4201379583824757
2023-02-01,-0.15955694125650702,1916052.6078301514,54.9488493578552,34.14876823299435,0.6447367101675086,0.14597682428541522,0.4297536465988705
2023-03-01,-0.4632810378165833,1945836.574080322,53.99180567813645,34.15182957661658,0.8102031893351213,-0.0012606649020840896,0.4303659153233151
2023-04-01,1.3904720281362783,1900504.3561652093,56.30267433999873,34.1423006283643,0.5583575342511629,0.3542575907690359,0.4284601256728611
2023-05-01,-0.05138420955046335,1902251.7191409005,56.02806946165983,34.761752871525815,0.568065106338336,0.3120106864092046,0.5523505743051633
2023-06-01,-0.30295195023278454,1907597.7126621613,55.12322213004944,33.6761903618561,0.5977650703453401,0.1728034046229913,0.33523807237121944
2023-07-01,-0.2573930709010425,1906888.664980592,51.963371283732165,33.4263436388212,0.593825916558844,-0.3133274948104357,0.28526872776424067
2023-08-01,0.4784541089896222,1863517.224940922,51.545039094679275,32.62887722769069,0.35287347189401186,-0.3776862931262655,0.12577544553813724
2023-09-01,1.8052070750507834,1828420.122618777,54.6555555445346,32.05350240368247,0.15788957010431626,0.10085469915916971,0.010700480736495016
